catalogNumber,split,is_negative,num_instances,image_path,label_path
DOV0006734,val,False,1,data\yolo_dataset\images\val\DOV0006734.jpg,data\yolo_dataset\labels\val\DOV0006734.txt
MISS0069163,val,False,27,data\yolo_dataset\images\val\MISS0069163.jpg,data\yolo_dataset\labels\val\MISS0069163.txt
MISS0069054,val,False,16,data\yolo_dataset\images\val\MISS0069054.jpg,data\yolo_dataset\labels\val\MISS0069054.txt
319857,val,False,8,data\yolo_dataset\images\val\319857.jpg,data\yolo_dataset\labels\val\319857.txt
452711,val,False,6,data\yolo_dataset\images\val\452711.jpg,data\yolo_dataset\labels\val\452711.txt
637096,val,False,15,data\yolo_dataset\images\val\637096.jpg,data\yolo_dataset\labels\val\637096.txt
637101,val,False,6,data\yolo_dataset\images\val\637101.jpg,data\yolo_dataset\labels\val\637101.txt
637114,val,False,9,data\yolo_dataset\images\val\637114.jpg,data\yolo_dataset\labels\val\637114.txt
BRIT331661,val,False,10,data\yolo_dataset\images\val\BRIT331661.jpg,data\yolo_dataset\labels\val\BRIT331661.txt
US_386583,val,False,18,data\yolo_dataset\images\val\US_386583.jpg,data\yolo_dataset\labels\val\US_386583.txt
US_2005828,val,False,21,data\yolo_dataset\images\val\US_2005828.jpg,data\yolo_dataset\labels\val\US_2005828.txt
US_1767172,val,False,22,data\yolo_dataset\images\val\US_1767172.jpg,data\yolo_dataset\labels\val\US_1767172.txt
US_3382759,val,False,40,data\yolo_dataset\images\val\US_3382759.jpg,data\yolo_dataset\labels\val\US_3382759.txt
US_1726242,val,False,28,data\yolo_dataset\images\val\US_1726242.jpg,data\yolo_dataset\labels\val\US_1726242.txt
US_3382745,val,False,48,data\yolo_dataset\images\val\US_3382745.jpg,data\yolo_dataset\labels\val\US_3382745.txt
US_3702228,val,False,51,data\yolo_dataset\images\val\US_3702228.jpg,data\yolo_dataset\labels\val\US_3702228.txt
US_688876,val,False,21,data\yolo_dataset\images\val\US_688876.jpg,data\yolo_dataset\labels\val\US_688876.txt
US_1927902,val,False,23,data\yolo_dataset\images\val\US_1927902.jpg,data\yolo_dataset\labels\val\US_1927902.txt
UARK012534,val,False,1,data\yolo_dataset\images\val\UARK012534.jpg,data\yolo_dataset\labels\val\UARK012534.txt
UARK012516,val,False,2,data\yolo_dataset\images\val\UARK012516.jpg,data\yolo_dataset\labels\val\UARK012516.txt
UARK012507,val,False,19,data\yolo_dataset\images\val\UARK012507.jpg,data\yolo_dataset\labels\val\UARK012507.txt
UARK012564,val,False,2,data\yolo_dataset\images\val\UARK012564.jpg,data\yolo_dataset\labels\val\UARK012564.txt
UARK012560,val,False,1,data\yolo_dataset\images\val\UARK012560.jpg,data\yolo_dataset\labels\val\UARK012560.txt
UARK012500,val,False,7,data\yolo_dataset\images\val\UARK012500.jpg,data\yolo_dataset\labels\val\UARK012500.txt
637085,val,False,4,data\yolo_dataset\images\val\637085.jpg,data\yolo_dataset\labels\val\637085.txt
UNA00068816,val,False,20,data\yolo_dataset\images\val\UNA00068816.jpg,data\yolo_dataset\labels\val\UNA00068816.txt
PH00249807,val,False,2,data\yolo_dataset\images\val\PH00249807.jpg,data\yolo_dataset\labels\val\PH00249807.txt
PH00249820,val,False,7,data\yolo_dataset\images\val\PH00249820.jpg,data\yolo_dataset\labels\val\PH00249820.txt
PH00249803,val,False,2,data\yolo_dataset\images\val\PH00249803.jpg,data\yolo_dataset\labels\val\PH00249803.txt
LL00007228,val,False,2,data\yolo_dataset\images\val\LL00007228.jpg,data\yolo_dataset\labels\val\LL00007228.txt
LL00007230,val,False,2,data\yolo_dataset\images\val\LL00007230.jpg,data\yolo_dataset\labels\val\LL00007230.txt
CLEMS0035059,val,False,2,data\yolo_dataset\images\val\CLEMS0035059.jpg,data\yolo_dataset\labels\val\CLEMS0035059.txt
CLEMS0035024,val,False,2,data\yolo_dataset\images\val\CLEMS0035024.jpg,data\yolo_dataset\labels\val\CLEMS0035024.txt
CLEMS0035034,val,False,2,data\yolo_dataset\images\val\CLEMS0035034.jpg,data\yolo_dataset\labels\val\CLEMS0035034.txt
ODU00011109,val,False,17,data\yolo_dataset\images\val\ODU00011109.jpg,data\yolo_dataset\labels\val\ODU00011109.txt
ODU00011116,val,False,17,data\yolo_dataset\images\val\ODU00011116.jpg,data\yolo_dataset\labels\val\ODU00011116.txt
ODU00011115,val,False,12,data\yolo_dataset\images\val\ODU00011115.jpg,data\yolo_dataset\labels\val\ODU00011115.txt
ODU00011152,val,False,17,data\yolo_dataset\images\val\ODU00011152.jpg,data\yolo_dataset\labels\val\ODU00011152.txt
ODU00011123,val,False,9,data\yolo_dataset\images\val\ODU00011123.jpg,data\yolo_dataset\labels\val\ODU00011123.txt
CLEMS0035210,val,False,2,data\yolo_dataset\images\val\CLEMS0035210.jpg,data\yolo_dataset\labels\val\CLEMS0035210.txt
CLEMS0035128,val,False,2,data\yolo_dataset\images\val\CLEMS0035128.jpg,data\yolo_dataset\labels\val\CLEMS0035128.txt
CLEMS0035129,val,False,2,data\yolo_dataset\images\val\CLEMS0035129.jpg,data\yolo_dataset\labels\val\CLEMS0035129.txt
CLEMS0035208,val,False,2,data\yolo_dataset\images\val\CLEMS0035208.jpg,data\yolo_dataset\labels\val\CLEMS0035208.txt
CLEMS0035148,val,False,2,data\yolo_dataset\images\val\CLEMS0035148.jpg,data\yolo_dataset\labels\val\CLEMS0035148.txt
GA079567,val,False,24,data\yolo_dataset\images\val\GA079567.jpg,data\yolo_dataset\labels\val\GA079567.txt
GA079577,val,False,18,data\yolo_dataset\images\val\GA079577.jpg,data\yolo_dataset\labels\val\GA079577.txt
GA260752,val,False,2,data\yolo_dataset\images\val\GA260752.jpg,data\yolo_dataset\labels\val\GA260752.txt
GA079561,val,False,21,data\yolo_dataset\images\val\GA079561.jpg,data\yolo_dataset\labels\val\GA079561.txt
GA079538,val,False,2,data\yolo_dataset\images\val\GA079538.jpg,data\yolo_dataset\labels\val\GA079538.txt
GA079566,val,False,25,data\yolo_dataset\images\val\GA079566.jpg,data\yolo_dataset\labels\val\GA079566.txt
GA277147,val,False,2,data\yolo_dataset\images\val\GA277147.jpg,data\yolo_dataset\labels\val\GA277147.txt
GA079565,val,False,13,data\yolo_dataset\images\val\GA079565.jpg,data\yolo_dataset\labels\val\GA079565.txt
GA079585,val,False,3,data\yolo_dataset\images\val\GA079585.jpg,data\yolo_dataset\labels\val\GA079585.txt
GA248953,val,False,2,data\yolo_dataset\images\val\GA248953.jpg,data\yolo_dataset\labels\val\GA248953.txt
GA079589,val,False,22,data\yolo_dataset\images\val\GA079589.jpg,data\yolo_dataset\labels\val\GA079589.txt
GA084114,val,False,2,data\yolo_dataset\images\val\GA084114.jpg,data\yolo_dataset\labels\val\GA084114.txt
GA079370,val,False,2,data\yolo_dataset\images\val\GA079370.jpg,data\yolo_dataset\labels\val\GA079370.txt
GA079580,val,False,22,data\yolo_dataset\images\val\GA079580.jpg,data\yolo_dataset\labels\val\GA079580.txt
GA079340,val,False,2,data\yolo_dataset\images\val\GA079340.jpg,data\yolo_dataset\labels\val\GA079340.txt
GA079415,val,False,2,data\yolo_dataset\images\val\GA079415.jpg,data\yolo_dataset\labels\val\GA079415.txt
GA079575,val,False,25,data\yolo_dataset\images\val\GA079575.jpg,data\yolo_dataset\labels\val\GA079575.txt
VSC0081492,val,False,13,data\yolo_dataset\images\val\VSC0081492.jpg,data\yolo_dataset\labels\val\VSC0081492.txt
VSC0085880,val,False,8,data\yolo_dataset\images\val\VSC0085880.jpg,data\yolo_dataset\labels\val\VSC0085880.txt
VSC0081208,val,False,9,data\yolo_dataset\images\val\VSC0081208.jpg,data\yolo_dataset\labels\val\VSC0081208.txt
VSC0070340,val,False,12,data\yolo_dataset\images\val\VSC0070340.jpg,data\yolo_dataset\labels\val\VSC0070340.txt
UNA00058016,val,False,3,data\yolo_dataset\images\val\UNA00058016.jpg,data\yolo_dataset\labels\val\UNA00058016.txt
UNA00055964,val,False,32,data\yolo_dataset\images\val\UNA00055964.jpg,data\yolo_dataset\labels\val\UNA00055964.txt
UNA00049304,val,False,2,data\yolo_dataset\images\val\UNA00049304.jpg,data\yolo_dataset\labels\val\UNA00049304.txt
UNA00049251,val,False,20,data\yolo_dataset\images\val\UNA00049251.jpg,data\yolo_dataset\labels\val\UNA00049251.txt
274856,val,False,25,data\yolo_dataset\images\val\274856.jpg,data\yolo_dataset\labels\val\274856.txt
264948,val,False,18,data\yolo_dataset\images\val\264948.jpg,data\yolo_dataset\labels\val\264948.txt
UCA003569,val,False,3,data\yolo_dataset\images\val\UCA003569.jpg,data\yolo_dataset\labels\val\UCA003569.txt
UCA003560,val,False,3,data\yolo_dataset\images\val\UCA003560.jpg,data\yolo_dataset\labels\val\UCA003560.txt
UCA003573,val,False,2,data\yolo_dataset\images\val\UCA003573.jpg,data\yolo_dataset\labels\val\UCA003573.txt
UCA003565,val,False,14,data\yolo_dataset\images\val\UCA003565.jpg,data\yolo_dataset\labels\val\UCA003565.txt
NO0022735,val,False,20,data\yolo_dataset\images\val\NO0022735.jpg,data\yolo_dataset\labels\val\NO0022735.txt
NO0022734,val,False,16,data\yolo_dataset\images\val\NO0022734.jpg,data\yolo_dataset\labels\val\NO0022734.txt
NO0022950,val,False,31,data\yolo_dataset\images\val\NO0022950.jpg,data\yolo_dataset\labels\val\NO0022950.txt
USCH0013158,val,False,2,data\yolo_dataset\images\val\USCH0013158.jpg,data\yolo_dataset\labels\val\USCH0013158.txt
BRIT00261,val,False,2,data\yolo_dataset\images\val\BRIT00261.jpg,data\yolo_dataset\labels\val\BRIT00261.txt
BRIT00259,val,False,12,data\yolo_dataset\images\val\BRIT00259.jpg,data\yolo_dataset\labels\val\BRIT00259.txt
BRIT00255,val,False,2,data\yolo_dataset\images\val\BRIT00255.jpg,data\yolo_dataset\labels\val\BRIT00255.txt
NLU0083656,val,False,11,data\yolo_dataset\images\val\NLU0083656.jpg,data\yolo_dataset\labels\val\NLU0083656.txt
BRIT01116,val,False,14,data\yolo_dataset\images\val\BRIT01116.jpg,data\yolo_dataset\labels\val\BRIT01116.txt
BAYLU034250,val,False,1,data\yolo_dataset\images\val\BAYLU034250.jpg,data\yolo_dataset\labels\val\BAYLU034250.txt
LSU00017703,val,False,19,data\yolo_dataset\images\val\LSU00017703.jpg,data\yolo_dataset\labels\val\LSU00017703.txt
NLU0061231,val,False,19,data\yolo_dataset\images\val\NLU0061231.jpg,data\yolo_dataset\labels\val\NLU0061231.txt
NLU0061166,val,False,16,data\yolo_dataset\images\val\NLU0061166.jpg,data\yolo_dataset\labels\val\NLU0061166.txt
NLU0061171,val,False,28,data\yolo_dataset\images\val\NLU0061171.jpg,data\yolo_dataset\labels\val\NLU0061171.txt
NLU0061179,val,False,16,data\yolo_dataset\images\val\NLU0061179.jpg,data\yolo_dataset\labels\val\NLU0061179.txt
NLU0061152,val,False,14,data\yolo_dataset\images\val\NLU0061152.jpg,data\yolo_dataset\labels\val\NLU0061152.txt
LSU00017696,val,False,15,data\yolo_dataset\images\val\LSU00017696.jpg,data\yolo_dataset\labels\val\LSU00017696.txt
NLU0061235,val,False,18,data\yolo_dataset\images\val\NLU0061235.jpg,data\yolo_dataset\labels\val\NLU0061235.txt
204373,val,False,15,data\yolo_dataset\images\val\204373.jpg,data\yolo_dataset\labels\val\204373.txt
209993,val,False,15,data\yolo_dataset\images\val\209993.jpg,data\yolo_dataset\labels\val\209993.txt
58838,val,False,27,data\yolo_dataset\images\val\58838.jpg,data\yolo_dataset\labels\val\58838.txt
GMUF-0033620,val,False,6,data\yolo_dataset\images\val\GMUF-0033620.jpg,data\yolo_dataset\labels\val\GMUF-0033620.txt
GMUF-0033492,val,False,4,data\yolo_dataset\images\val\GMUF-0033492.jpg,data\yolo_dataset\labels\val\GMUF-0033492.txt
GMUF-0033604,val,False,3,data\yolo_dataset\images\val\GMUF-0033604.jpg,data\yolo_dataset\labels\val\GMUF-0033604.txt
GMUF-0051529,val,False,1,data\yolo_dataset\images\val\GMUF-0051529.jpg,data\yolo_dataset\labels\val\GMUF-0051529.txt
VPI-V-0016669,val,False,25,data\yolo_dataset\images\val\VPI-V-0016669.jpg,data\yolo_dataset\labels\val\VPI-V-0016669.txt
VPI-V-0012854,val,False,23,data\yolo_dataset\images\val\VPI-V-0012854.jpg,data\yolo_dataset\labels\val\VPI-V-0012854.txt
VPI-V-0016674,val,False,14,data\yolo_dataset\images\val\VPI-V-0016674.jpg,data\yolo_dataset\labels\val\VPI-V-0016674.txt
VPI-V-0016671,val,False,27,data\yolo_dataset\images\val\VPI-V-0016671.jpg,data\yolo_dataset\labels\val\VPI-V-0016671.txt
VPI-V-0012865,val,False,11,data\yolo_dataset\images\val\VPI-V-0012865.jpg,data\yolo_dataset\labels\val\VPI-V-0012865.txt
VPI-V-0016658,val,False,32,data\yolo_dataset\images\val\VPI-V-0016658.jpg,data\yolo_dataset\labels\val\VPI-V-0016658.txt
SAT0041849,val,False,12,data\yolo_dataset\images\val\SAT0041849.jpg,data\yolo_dataset\labels\val\SAT0041849.txt
SAT0058602,val,False,23,data\yolo_dataset\images\val\SAT0058602.jpg,data\yolo_dataset\labels\val\SAT0058602.txt
VSC0061397,val,False,23,data\yolo_dataset\images\val\VSC0061397.jpg,data\yolo_dataset\labels\val\VSC0061397.txt
VSC0060895,val,False,32,data\yolo_dataset\images\val\VSC0060895.jpg,data\yolo_dataset\labels\val\VSC0060895.txt
VSC0061398,val,False,16,data\yolo_dataset\images\val\VSC0061398.jpg,data\yolo_dataset\labels\val\VSC0061398.txt
57181,val,False,21,data\yolo_dataset\images\val\57181.jpg,data\yolo_dataset\labels\val\57181.txt
19399,val,False,18,data\yolo_dataset\images\val\19399.jpg,data\yolo_dataset\labels\val\19399.txt
15432,val,False,10,data\yolo_dataset\images\val\15432.jpg,data\yolo_dataset\labels\val\15432.txt
6645,val,False,40,data\yolo_dataset\images\val\6645.jpg,data\yolo_dataset\labels\val\6645.txt
7656,val,False,22,data\yolo_dataset\images\val\7656.jpg,data\yolo_dataset\labels\val\7656.txt
AUA000006050,val,False,2,data\yolo_dataset\images\val\AUA000006050.jpg,data\yolo_dataset\labels\val\AUA000006050.txt
AUA000006086,val,False,2,data\yolo_dataset\images\val\AUA000006086.jpg,data\yolo_dataset\labels\val\AUA000006086.txt
AUA000006020,val,False,2,data\yolo_dataset\images\val\AUA000006020.jpg,data\yolo_dataset\labels\val\AUA000006020.txt
AUA000006179,val,False,3,data\yolo_dataset\images\val\AUA000006179.jpg,data\yolo_dataset\labels\val\AUA000006179.txt
AUA000020036,val,False,21,data\yolo_dataset\images\val\AUA000020036.jpg,data\yolo_dataset\labels\val\AUA000020036.txt
AUA000006048,val,False,2,data\yolo_dataset\images\val\AUA000006048.jpg,data\yolo_dataset\labels\val\AUA000006048.txt
K002565177,val,False,10,data\yolo_dataset\images\val\K002565177.jpg,data\yolo_dataset\labels\val\K002565177.txt
31234100268638,val,False,37,data\yolo_dataset\images\val\31234100268638.jpg,data\yolo_dataset\labels\val\31234100268638.txt
31234100269099,val,False,41,data\yolo_dataset\images\val\31234100269099.jpg,data\yolo_dataset\labels\val\31234100269099.txt
358996,val,False,20,data\yolo_dataset\images\val\358996.jpg,data\yolo_dataset\labels\val\358996.txt
358995,val,False,8,data\yolo_dataset\images\val\358995.jpg,data\yolo_dataset\labels\val\358995.txt
U.1143055,val,False,12,data\yolo_dataset\images\val\U.1143055.jpg,data\yolo_dataset\labels\val\U.1143055.txt
L.3657986,val,False,17,data\yolo_dataset\images\val\L.3657986.jpg,data\yolo_dataset\labels\val\L.3657986.txt
LSUS008385,val,False,26,data\yolo_dataset\images\val\LSUS008385.jpg,data\yolo_dataset\labels\val\LSUS008385.txt
LFCC-0013847,val,False,4,data\yolo_dataset\images\val\LFCC-0013847.jpg,data\yolo_dataset\labels\val\LFCC-0013847.txt
BALT0036094,val,False,2,data\yolo_dataset\images\val\BALT0036094.jpg,data\yolo_dataset\labels\val\BALT0036094.txt
CHRB0026277,val,False,2,data\yolo_dataset\images\val\CHRB0026277.jpg,data\yolo_dataset\labels\val\CHRB0026277.txt
WCUH0005525,val,False,10,data\yolo_dataset\images\val\WCUH0005525.jpg,data\yolo_dataset\labels\val\WCUH0005525.txt
USMS_000007727,val,False,2,data\yolo_dataset\images\val\USMS_000007727.jpg,data\yolo_dataset\labels\val\USMS_000007727.txt
IND-0165719,val,False,26,data\yolo_dataset\images\val\IND-0165719.jpg,data\yolo_dataset\labels\val\IND-0165719.txt
PH00249808,val,False,2,data\yolo_dataset\images\val\PH00249808.jpg,data\yolo_dataset\labels\val\PH00249808.txt
BCH000109,val,False,18,data\yolo_dataset\images\val\BCH000109.jpg,data\yolo_dataset\labels\val\BCH000109.txt
MOAR0000570,val,False,2,data\yolo_dataset\images\val\MOAR0000570.jpg,data\yolo_dataset\labels\val\MOAR0000570.txt
ETSU009479,val,False,3,data\yolo_dataset\images\val\ETSU009479.jpg,data\yolo_dataset\labels\val\ETSU009479.txt
ETSU034194,val,False,2,data\yolo_dataset\images\val\ETSU034194.jpg,data\yolo_dataset\labels\val\ETSU034194.txt
ETSU034191,val,False,2,data\yolo_dataset\images\val\ETSU034191.jpg,data\yolo_dataset\labels\val\ETSU034191.txt
WVA-V-0079045,val,False,2,data\yolo_dataset\images\val\WVA-V-0079045.jpg,data\yolo_dataset\labels\val\WVA-V-0079045.txt
WVA-V-0079043,val,False,2,data\yolo_dataset\images\val\WVA-V-0079043.jpg,data\yolo_dataset\labels\val\WVA-V-0079043.txt
WVA-V-0079047,val,False,2,data\yolo_dataset\images\val\WVA-V-0079047.jpg,data\yolo_dataset\labels\val\WVA-V-0079047.txt
31234100269156,val,False,41,data\yolo_dataset\images\val\31234100269156.jpg,data\yolo_dataset\labels\val\31234100269156.txt
31234100268943,val,False,39,data\yolo_dataset\images\val\31234100268943.jpg,data\yolo_dataset\labels\val\31234100268943.txt
31234100268968,val,False,42,data\yolo_dataset\images\val\31234100268968.jpg,data\yolo_dataset\labels\val\31234100268968.txt
BRYV0270394,val,False,27,data\yolo_dataset\images\val\BRYV0270394.jpg,data\yolo_dataset\labels\val\BRYV0270394.txt
neg_sheet_LSU00125937_00,val,True,0,data\yolo_dataset\images\val\neg_sheet_LSU00125937_00.jpg,data\yolo_dataset\labels\val\neg_sheet_LSU00125937_00.txt
neg_sheet_LSU00217013_01,val,True,0,data\yolo_dataset\images\val\neg_sheet_LSU00217013_01.jpg,data\yolo_dataset\labels\val\neg_sheet_LSU00217013_01.txt
neg_sheet_NLU0061162_02,val,True,0,data\yolo_dataset\images\val\neg_sheet_NLU0061162_02.jpg,data\yolo_dataset\labels\val\neg_sheet_NLU0061162_02.txt
neg_sheet_LSU00137986_03,val,True,0,data\yolo_dataset\images\val\neg_sheet_LSU00137986_03.jpg,data\yolo_dataset\labels\val\neg_sheet_LSU00137986_03.txt
neg_sheet_LSU00215641_04,val,True,0,data\yolo_dataset\images\val\neg_sheet_LSU00215641_04.jpg,data\yolo_dataset\labels\val\neg_sheet_LSU00215641_04.txt
neg_sheet_LSU00120119_05,val,True,0,data\yolo_dataset\images\val\neg_sheet_LSU00120119_05.jpg,data\yolo_dataset\labels\val\neg_sheet_LSU00120119_05.txt
neg_sheet_LSU00178358_06,val,True,0,data\yolo_dataset\images\val\neg_sheet_LSU00178358_06.jpg,data\yolo_dataset\labels\val\neg_sheet_LSU00178358_06.txt
neg_sheet_NCU00453319_07,val,True,0,data\yolo_dataset\images\val\neg_sheet_NCU00453319_07.jpg,data\yolo_dataset\labels\val\neg_sheet_NCU00453319_07.txt
neg_sheet_NCU00131125_08,val,True,0,data\yolo_dataset\images\val\neg_sheet_NCU00131125_08.jpg,data\yolo_dataset\labels\val\neg_sheet_NCU00131125_08.txt
neg_sheet_NCU00377772_09,val,True,0,data\yolo_dataset\images\val\neg_sheet_NCU00377772_09.jpg,data\yolo_dataset\labels\val\neg_sheet_NCU00377772_09.txt
neg_sheet_NCU00377924_10,val,True,0,data\yolo_dataset\images\val\neg_sheet_NCU00377924_10.jpg,data\yolo_dataset\labels\val\neg_sheet_NCU00377924_10.txt
neg_sheet_NCU00377797_11,val,True,0,data\yolo_dataset\images\val\neg_sheet_NCU00377797_11.jpg,data\yolo_dataset\labels\val\neg_sheet_NCU00377797_11.txt
neg_sheet_NCU00256115_12,val,True,0,data\yolo_dataset\images\val\neg_sheet_NCU00256115_12.jpg,data\yolo_dataset\labels\val\neg_sheet_NCU00256115_12.txt
neg_sheet_NCU00385145_13,val,True,0,data\yolo_dataset\images\val\neg_sheet_NCU00385145_13.jpg,data\yolo_dataset\labels\val\neg_sheet_NCU00385145_13.txt
neg_sheet_NCU00385158_14,val,True,0,data\yolo_dataset\images\val\neg_sheet_NCU00385158_14.jpg,data\yolo_dataset\labels\val\neg_sheet_NCU00385158_14.txt
neg_sheet_NCU00385171_15,val,True,0,data\yolo_dataset\images\val\neg_sheet_NCU00385171_15.jpg,data\yolo_dataset\labels\val\neg_sheet_NCU00385171_15.txt
neg_sheet_NCU00438252_16,val,True,0,data\yolo_dataset\images\val\neg_sheet_NCU00438252_16.jpg,data\yolo_dataset\labels\val\neg_sheet_NCU00438252_16.txt
neg_sheet_NCU00377789_17,val,True,0,data\yolo_dataset\images\val\neg_sheet_NCU00377789_17.jpg,data\yolo_dataset\labels\val\neg_sheet_NCU00377789_17.txt
neg_sheet_NCU00388695_18,val,True,0,data\yolo_dataset\images\val\neg_sheet_NCU00388695_18.jpg,data\yolo_dataset\labels\val\neg_sheet_NCU00388695_18.txt
LSU00054099,test,False,27,data\yolo_dataset\images\test\LSU00054099.jpg,data\yolo_dataset\labels\test\LSU00054099.txt
LSU00054104,test,False,26,data\yolo_dataset\images\test\LSU00054104.jpg,data\yolo_dataset\labels\test\LSU00054104.txt
LSU00117613,test,False,22,data\yolo_dataset\images\test\LSU00117613.jpg,data\yolo_dataset\labels\test\LSU00117613.txt
LSU00223187,test,False,19,data\yolo_dataset\images\test\LSU00223187.jpg,data\yolo_dataset\labels\test\LSU00223187.txt
LSU00114357,test,False,19,data\yolo_dataset\images\test\LSU00114357.jpg,data\yolo_dataset\labels\test\LSU00114357.txt
LSU00216890,test,False,33,data\yolo_dataset\images\test\LSU00216890.jpg,data\yolo_dataset\labels\test\LSU00216890.txt
NCU00021605,test,False,20,data\yolo_dataset\images\test\NCU00021605.jpg,data\yolo_dataset\labels\test\NCU00021605.txt
NCU00431167,test,False,17,data\yolo_dataset\images\test\NCU00431167.jpg,data\yolo_dataset\labels\test\NCU00431167.txt
NCU00452882,test,False,20,data\yolo_dataset\images\test\NCU00452882.jpg,data\yolo_dataset\labels\test\NCU00452882.txt
NCU00385178,test,False,1,data\yolo_dataset\images\test\NCU00385178.jpg,data\yolo_dataset\labels\test\NCU00385178.txt
NCU00256116,test,False,20,data\yolo_dataset\images\test\NCU00256116.jpg,data\yolo_dataset\labels\test\NCU00256116.txt
NCU00377780,test,False,22,data\yolo_dataset\images\test\NCU00377780.jpg,data\yolo_dataset\labels\test\NCU00377780.txt
NCU00377916,test,False,16,data\yolo_dataset\images\test\NCU00377916.jpg,data\yolo_dataset\labels\test\NCU00377916.txt
NCU00377928,test,False,18,data\yolo_dataset\images\test\NCU00377928.jpg,data\yolo_dataset\labels\test\NCU00377928.txt
NCU00377798,test,False,13,data\yolo_dataset\images\test\NCU00377798.jpg,data\yolo_dataset\labels\test\NCU00377798.txt
NCU00377929,test,False,20,data\yolo_dataset\images\test\NCU00377929.jpg,data\yolo_dataset\labels\test\NCU00377929.txt
NCU00438242,test,False,22,data\yolo_dataset\images\test\NCU00438242.jpg,data\yolo_dataset\labels\test\NCU00438242.txt
NCU00385176,test,False,9,data\yolo_dataset\images\test\NCU00385176.jpg,data\yolo_dataset\labels\test\NCU00385176.txt
NCU00006858,test,False,1,data\yolo_dataset\images\test\NCU00006858.jpg,data\yolo_dataset\labels\test\NCU00006858.txt
NCU00385150,test,False,1,data\yolo_dataset\images\test\NCU00385150.jpg,data\yolo_dataset\labels\test\NCU00385150.txt
NCU00377793,test,False,3,data\yolo_dataset\images\test\NCU00377793.jpg,data\yolo_dataset\labels\test\NCU00377793.txt
NCU00119625,test,False,5,data\yolo_dataset\images\test\NCU00119625.jpg,data\yolo_dataset\labels\test\NCU00119625.txt
NCU00385144,test,False,21,data\yolo_dataset\images\test\NCU00385144.jpg,data\yolo_dataset\labels\test\NCU00385144.txt
NCU00377919,test,False,9,data\yolo_dataset\images\test\NCU00377919.jpg,data\yolo_dataset\labels\test\NCU00377919.txt
NCU00027973,test,False,2,data\yolo_dataset\images\test\NCU00027973.jpg,data\yolo_dataset\labels\test\NCU00027973.txt
NCU00385154,test,False,1,data\yolo_dataset\images\test\NCU00385154.jpg,data\yolo_dataset\labels\test\NCU00385154.txt
NCU00438233,test,False,24,data\yolo_dataset\images\test\NCU00438233.jpg,data\yolo_dataset\labels\test\NCU00438233.txt
NCU00385186,test,False,9,data\yolo_dataset\images\test\NCU00385186.jpg,data\yolo_dataset\labels\test\NCU00385186.txt
NCU00438239,test,False,15,data\yolo_dataset\images\test\NCU00438239.jpg,data\yolo_dataset\labels\test\NCU00438239.txt
NCU00385165,test,False,1,data\yolo_dataset\images\test\NCU00385165.jpg,data\yolo_dataset\labels\test\NCU00385165.txt
NCU00385170,test,False,1,data\yolo_dataset\images\test\NCU00385170.jpg,data\yolo_dataset\labels\test\NCU00385170.txt
NCU00176196,test,False,12,data\yolo_dataset\images\test\NCU00176196.jpg,data\yolo_dataset\labels\test\NCU00176196.txt
NCU00438223,test,False,9,data\yolo_dataset\images\test\NCU00438223.jpg,data\yolo_dataset\labels\test\NCU00438223.txt
NCU00438240,test,False,16,data\yolo_dataset\images\test\NCU00438240.jpg,data\yolo_dataset\labels\test\NCU00438240.txt
NCU00377792,test,False,17,data\yolo_dataset\images\test\NCU00377792.jpg,data\yolo_dataset\labels\test\NCU00377792.txt
NCU00385160,test,False,14,data\yolo_dataset\images\test\NCU00385160.jpg,data\yolo_dataset\labels\test\NCU00385160.txt
HXC005449,test,False,2,data\yolo_dataset\images\test\HXC005449.jpg,data\yolo_dataset\labels\test\HXC005449.txt
BRIT01035,test,False,2,data\yolo_dataset\images\test\BRIT01035.jpg,data\yolo_dataset\labels\test\BRIT01035.txt
BRIT734784,test,False,2,data\yolo_dataset\images\test\BRIT734784.jpg,data\yolo_dataset\labels\test\BRIT734784.txt
BRIT01036,test,False,2,data\yolo_dataset\images\test\BRIT01036.jpg,data\yolo_dataset\labels\test\BRIT01036.txt
UNCC_51358,test,False,2,data\yolo_dataset\images\test\UNCC_51358.jpg,data\yolo_dataset\labels\test\UNCC_51358.txt
ANHC013034,test,False,21,data\yolo_dataset\images\test\ANHC013034.jpg,data\yolo_dataset\labels\test\ANHC013034.txt
USCH0013205,test,False,1,data\yolo_dataset\images\test\USCH0013205.jpg,data\yolo_dataset\labels\test\USCH0013205.txt
USCH0012916,test,False,2,data\yolo_dataset\images\test\USCH0012916.jpg,data\yolo_dataset\labels\test\USCH0012916.txt
USCH0012917,test,False,32,data\yolo_dataset\images\test\USCH0012917.jpg,data\yolo_dataset\labels\test\USCH0012917.txt
USCH0012910,test,False,24,data\yolo_dataset\images\test\USCH0012910.jpg,data\yolo_dataset\labels\test\USCH0012910.txt
USCH0013206,test,False,2,data\yolo_dataset\images\test\USCH0013206.jpg,data\yolo_dataset\labels\test\USCH0013206.txt
USCH0102797,test,False,5,data\yolo_dataset\images\test\USCH0102797.jpg,data\yolo_dataset\labels\test\USCH0102797.txt
USCH0012960,test,False,1,data\yolo_dataset\images\test\USCH0012960.jpg,data\yolo_dataset\labels\test\USCH0012960.txt
